2602902	0	1	1	0	1	1	1	0	1	0	0	1	0	1	0	0	0	904
2602902	0	1	1	0	1	1	1	1	1	0	0	1	0	1	0	0	0	904
2602902	1	1	1	0	1	1	1	0	1	0	0	1	0	1	0	0	0	904
2602902	0	1	1	0	1	1	1	0	1	0	0	1	0	1	0	0	0	904
2602902	0	1	1	0	1	1	1	0	1	0	0	1	0	1	0	0	0	904
2602902	0	1	1	0	1	1	1	0	1	0	0	1	0	1	0	0	0	904
2602902	0	1	1	0	1	1	1	0	1	0	0	1	0	1	0	0	0	904
2602902	0	1	1	0	1	1	1	1	0	0	0	1	0	1	0	0	0	904
2602902	0	1	1	0	1	1	1	0	1	0	0	1	0	1	0	0	0	904
2602902	0	1	0	0	1	0	1	0	1	0	0	1	0	1	0	0	0	904
2602902	0	1	1	0	1	1	1	0	1	0	0	1	0	1	0	0	0	904
2611606	0	1	0	0	0	0	1	1	1	0	0	1	0	1	0	0	0	975
2611606	0	1	0	0	0	0	1	1	1	0	0	1	0	1	0	0	0	975
2611606	0	1	1	1	1	1	1	1	1	0	0	1	0	1	0	0	0	975
2611606	0	1	1	1	1	1	0	1	1	0	0	1	0	1	0	0	0	975
2611606	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	0	0	975
2611606	0	1	1	0	1	1	0	1	1	0	0	1	0	1	0	0	0	975
2611606	1	1	1	0	1	1	1	1	1	0	0	1	0	1	0	0	0	975
2611606	0	1	1	1	1	1	1	1	1	0	0	1	0	1	0	0	0	975
2611606	0	1	1	1	1	1	1	1	1	0	0	1	0	1	0	0	0	975
2611606	0	1	1	0	1	1	1	1	1	0	0	1	0	1	0	0	0	975
2611606	0	1	1	0	1	1	1	1	1	0	0	1	0	1	0	0	0	975
2611606	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	0	975
2611606	0	1	1	0	1	1	1	1	1	0	0	1	0	1	0	0	0	975
2611606	1	1	1	0	1	0	1	1	1	0	0	1	0	1	0	0	0	975
2611606	0	1	1	0	0	0	0	1	1	0	0	1	0	1	0	0	0	975
2611606	0	1	1	0	1	0	1	1	1	0	0	1	0	1	0	0	0	975
2611606	0	1	1	0	1	1	1	0	1	0	0	1	0	1	0	0	0	975
2611606	1	1	1	0	1	1	0	1	1	0	0	1	0	1	0	0	0	975
2611606	0	0	1	1	1	1	1	1	1	0	0	1	0	1	0	0	0	975
2611606	1	1	0	1	1	1	1	1	1	0	0	1	0	1	0	0	0	975
